"1","2024-12-28 20:22:22","不介意","03:19","鶴 The Crane","TALENT","2235360369","https://music.163.com/#/song?id=2003582433"
"2","2024-12-28 20:22:22","Supremacy","04:55","Muse","The 2nd Law","2235360369","https://music.163.com/#/song?id=21255837"
"3","2024-12-28 20:22:22","Borderline","03:57","Tame Impala","Borderline (Blood Orange Remix)","2235360369","https://music.163.com/#/song?id=1482114442"
"4","2024-12-28 20:22:22","With Soft You like Cappuccino - (和卡布奇诺般柔和的你 )","03:43","Nadan","Roasting Factory","2235360369","https://music.163.com/#/song?id=28941364"
"5","2024-12-28 20:22:22","아리다..사랑아 (I've Got A Heartburn Cause Of Love) - (心酸…爱情啊)","03:44","단비","Love Is Pain","2235360369","https://music.163.com/#/song?id=5330837"
"6","2024-12-28 20:22:22","햇살이 맑아 (inst.) - (阳光痛楚)","03:51","挪威森林","두 번째 밤","2235360369","https://music.163.com/#/song?id=444267178"
"7","2024-12-28 20:22:22","커피하우스 (Guitar ver.) (inst.)","01:53","V.A.","커피 하우스 OST","2235360369","https://music.163.com/#/song?id=5400378"
"8","2024-12-28 20:22:22","손만 잡을게 (Inst.) - (只牵手 (Inst.))","03:58","DinDin/敏雅","4U Project","2235360369","https://music.163.com/#/song?id=28283498"
"9","2024-12-28 20:22:22","그 여름의 바다 - (那个夏天的大海)","03:30","July","그 여름의 바다","2235360369","https://music.163.com/#/song?id=34033473"
"10","2024-12-28 20:22:22","내겐 그대뿐이죠 (You're My Everything) - (对我而言只有你)","04:02","단비","Romantic Grace","2235360369","https://music.163.com/#/song?id=5330992"
"11","2024-12-28 20:22:22","All My People","03:05","October","All My People","2235360369","https://music.163.com/#/song?id=29133636"
"12","2024-12-28 20:22:22","FirstWinter","03:24","눈 내리는 사막/사막","FirstWinter","2235360369","https://music.163.com/#/song?id=1340001391"
"13","2024-12-28 20:22:22","Cold Winter","03:44","July","Cold Winter","2235360369","https://music.163.com/#/song?id=33495597"
"14","2024-12-28 20:22:22","너와 나 우리 (Inst.)","03:04","임재용","너와 나 우리","2235360369","https://music.163.com/#/song?id=31234295"
"15","2024-12-28 20:22:22","그래도 좋으니까 (Inst.)","04:15","406号 Project","그래도 좋으니까","2235360369","https://music.163.com/#/song?id=31421681"
"16","2024-12-28 20:22:22","You're My Angel","03:43","단비","Foreign Land","2235360369","https://music.163.com/#/song?id=5330920"
"17","2024-12-28 20:22:22","늦은 밤 전화로 한 고백 - (深夜的一句电话告白)","03:44","Geo","Love","2235360369","https://music.163.com/#/song?id=29005982"
"18","2024-12-28 20:22:22","혼잣말 (inst.) - (独白)","03:10","As One","As One Season 2","2235360369","https://music.163.com/#/song?id=31245762"
"19","2024-12-28 20:22:22","Only U (Inst.)","03:53","한찬양","Only U","2235360369","https://music.163.com/#/song?id=5296280"
"20","2024-12-28 20:22:22","스물여덟이 되던 봄 - (二十八岁的春天)","04:37","성진","满月夜","2235360369","https://music.163.com/#/song?id=5331405"
"21","2024-12-28 20:22:26","Sacred Play Secret Place - (神圣的游戏秘密场所)","05:17","Matryoshka","Virgin Babylon Records Sampler 20161126","12911606643","https://music.163.com/#/song?id=501468000"
"22","2024-12-28 20:22:26","I Walk This Earth All By Myself - (在人世间踽踽独行)","02:25","EKKSTACY","NEGATIVE","12911606643","https://music.163.com/#/song?id=2063210044"
"23","2024-12-28 20:22:26","青丝 - (创业进行曲)","02:36","缘为冰","青丝","12911606643","https://music.163.com/#/song?id=2637744798"
"24","2024-12-28 20:22:26","恶人先告状","02:46","快乐老家","水库街生活指南","12911606643","https://music.163.com/#/song?id=2156912919"
"25","2024-12-28 20:22:26","Happy Face","02:50","Jagwar Twin","Happy Face","12911606643","https://music.163.com/#/song?id=1495070779"
"26","2024-12-28 20:22:26","英雄 - (特摄《奈克瑟斯奥特曼》OP1 ；特撮「ウルトラマンネクサス」OP1テーマ)","03:19","doa","ウルトラマンシリーズ放送開始50年 ウルトラマン主題歌大全集 1966-2016","12911606643","https://music.163.com/#/song?id=406347677"
"27","2024-12-28 20:22:26","浴室","04:19","deca joins","浴室","12911606643","https://music.163.com/#/song?id=483378334"
"28","2024-12-28 20:22:26","晚夜微雨问海棠","04:42","镜予歌/陈亦洺/喧笑","晚夜微雨问海棠——《二哈和他的白猫师尊》燃晚同人","12911606643","https://music.163.com/#/song?id=1456673752"
"29","2024-12-28 20:22:26","真的爱你","04:39","Beyond","超越BEYOND精选","12911606643","https://music.163.com/#/song?id=469391955"
"30","2024-12-28 20:22:26","天下","03:39","张杰","One Chance 新歌+精选","12911606643","https://music.163.com/#/song?id=27588748"
"31","2024-12-28 20:22:26","Counting Stars","04:16","OneRepublic","NRJ Hit List 2014","12911606643","https://music.163.com/#/song?id=28575553"
"32","2024-12-28 20:22:26","梦回还 (TV size)","01:12","呦猫UNEKO","梦回还","12911606643","https://music.163.com/#/song?id=405253632"
"33","2024-12-28 20:22:26","挪威的森林","06:31","伍佰","我们的主打歌","12911606643","https://music.163.com/#/song?id=5255631"
"34","2024-12-28 20:22:26","我的灵魂是个哑巴","02:40","周子洋/仔仔","我的灵魂是个哑巴","12911606643","https://music.163.com/#/song?id=2163391649"
"35","2024-12-28 20:22:26","无名之辈 - (电视剧《亲爱的，热爱的》主题曲)","04:22","陈雪燃","亲爱的，热爱的 影视原声带","12911606643","https://music.163.com/#/song?id=1376142151"
"36","2024-12-28 20:22:26","想去海边","04:27","夏日入侵企画","想去海边","12911606643","https://music.163.com/#/song?id=1413863166"
"37","2024-12-28 20:22:26","Children of the Dark","05:08","Mono Inc.","Together Till the End","12911606643","https://music.163.com/#/song?id=453291878"
"38","2024-12-28 20:22:26","橘子","03:33","TizzyT/洪一诺","你最好知道","12911606643","https://music.163.com/#/song?id=1950528144"
"39","2024-12-28 20:22:26","艾蜜莉","05:13","回春丹","艾蜜莉","12911606643","https://music.163.com/#/song?id=1429237296"
"40","2024-12-28 20:22:26","为你唱首歌","04:13","痛仰乐队","不要停止我的音乐","12911606643","https://music.163.com/#/song?id=381858"
"41","2024-12-28 20:22:31","颓","03:44","九块钱/99PERCENT","颓","12911593641","https://music.163.com/#/song?id=541648644"
"42","2024-12-28 20:22:31","ᴀʟʟ ɢᴏᴏᴅ","01:56","LuluSweety","安","12911593641","https://music.163.com/#/song?id=1342951475"
"43","2024-12-28 20:22:31","Again - (我不是想要和你隔着屏幕说话)","02:02","王极","Again","12911593641","https://music.163.com/#/song?id=1295009639"
"44","2024-12-28 20:22:31","原来","03:53","南征北战NZBZ","青春派 电影原声带","12911593641","https://music.163.com/#/song?id=28892418"
"45","2024-12-28 20:22:31","Coco Elva Tia","03:26","马思唯/JZlee","Humble Swag GT Mixtape","12911593641","https://music.163.com/#/song?id=1960619633"
"46","2024-12-28 20:22:31","我要","04:11","野生三十","我要","12911593641","https://music.163.com/#/song?id=1463165960"
"47","2024-12-28 20:22:31","夜","04:31","舰长/_FF","夜未央","12911593641","https://music.163.com/#/song?id=1448851124"
"48","2024-12-28 20:22:31","Heartbeat","04:29","Childish Gambino","Camp (Deluxe Edition)","12911593641","https://music.163.com/#/song?id=473105747"
"49","2024-12-28 20:22:31","我看了56次日落","02:33","ET/邹念慈","有人爱 有期待","12911593641","https://music.163.com/#/song?id=1930608504"
"50","2024-12-28 20:22:31","祝你爱我到天荒地老","03:57","颜人中/VaVa毛衍七","祝你爱我到天荒地老","12911593641","https://music.163.com/#/song?id=1369601580"
"51","2024-12-28 20:22:31","鱼","02:37","冯政FireDrippin/李铭辰/FAKE持续输出/巴鲁斯","鱼","12911593641","https://music.163.com/#/song?id=1436575829"
"52","2024-12-28 20:22:31","flower.","02:22","L1VET..","flower.","12911593641","https://music.163.com/#/song?id=1441250313"
"53","2024-12-28 20:22:31","风驶过的声音是 - (说唱版)","02:27","海洋Bo/费米Frieme/Zy","风驶过的声音是（说唱版）","12911593641","https://music.163.com/#/song?id=2041974276"
"54","2024-12-28 20:22:31","the loser","02:11","zach farache","the loser","12911593641","https://music.163.com/#/song?id=451981268"
